[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BiteBloodJuicy_ZA01.34.wav | Genre: [genre:sound-design:horror] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:horror, occasion:jump-scare] | Keywords: [keyword:sfx:bite, keyword:sfx:blood] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62081.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62082.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62083.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62084.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62085.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62086.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62087.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62088.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62089.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62093.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62090.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62091.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62094.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62092.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62095.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62096.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62097.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62098.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62099.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-travel] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62100.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-travel] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxClose_BW.62108.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62103.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-travel] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62102.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-travel] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxClose_BW.62104.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxClose_BW.62105.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxClose_BW.62106.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxClose_BW.62107.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGearShift_BW.62101.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-travel] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxClose_BW.62109.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxClose_BW.62110.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxOpen_BW.62112.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxClose_BW.62111.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxOpen_BW.62114.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxOpen_BW.62115.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxOpen_BW.62116.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxOpen_BW.62113.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxOpen_BW.62117.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarGloveBoxOpen_BW.62118.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHatchClose_BW.62119.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hatch-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHatchClose_BW.62121.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hatch-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHatchClose_BW.62120.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hatch-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHeadlightSwitch_BW.62125.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:headlight-switch, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHeadlightSwitch_BW.62126.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:headlight-switch, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHeadRest_BW.62123.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:headrest, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHeadRest_BW.62124.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:headrest, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.52105.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.52106.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.52141.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62131.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.52142.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62132.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62133.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62134.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62135.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62136.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62137.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62138.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62139.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodClose_BW.62140.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodLatch_BW.52104.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-latch, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodLatch_BW.52143.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-latch, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodOpen_BW.62141.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodOpen_BW.62142.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodOpen_BW.62143.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:hood-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodOpen_BW.62144.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-repair] | Keywords: [keyword:sfx:car-door, keyword:sfx:metal-creak] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodOpen_BW.62145.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-repair] | Keywords: [keyword:sfx:car-door, keyword:sfx:metal-creak] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodOpen_BW.62146.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-repair] | Keywords: [keyword:sfx:car-door, keyword:sfx:metal-creak] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodOpen_BW.62147.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-repair] | Keywords: [keyword:sfx:car-door, keyword:sfx:metal-creak] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodRelease_BW.62148.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-repair] | Keywords: [keyword:sfx:car-door, keyword:sfx:metal-creak] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHoodRelease_BW.62149.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-repair] | Keywords: [keyword:sfx:car-door, keyword:sfx:metal-creak] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornBeep_AP1.1325.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-notification] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62180.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62182.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62181.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62184.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62183.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62185.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62186.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62187.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62188.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62189.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62190.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62191.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62192.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62193.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62194.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62195.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62196.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62197.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62198.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62199.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62200.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62201.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62202.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62203.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62204.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62205.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62206.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarHornHonk_BW.62207.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-horn] | Other: []
